0;6;18;1750;0;50
1;3768;815;0;0;182
2;3897;1749;0;0;181
3;3889;1749;1;0;181
4;3886;1749;1;0;181
5;3881;1749;2;0;180
6;3878;1749;2;0;181
7;3875;1749;3;0;181
8;3872;1749;3;0;180
9;3868;1749;4;0;181
10;3866;1749;4;0;181
11;3864;1749;5;0;181
12;3861;1749;5;0;181
13;3860;1749;6;0;182
14;3856;1749;6;0;181
15;3855;1749;7;0;181
16;3853;1749;7;0;182
17;3851;1749;8;0;182
18;3849;1749;8;0;181
19;3848;1749;8;0;182
20;3846;1749;9;0;181
21;3844;1749;9;0;182
22;3843;1749;10;0;182
23;3842;1749;10;0;181
24;3840;1749;11;0;181
25;3838;1749;11;0;181
26;3837;1749;12;0;182
27;3835;1749;12;0;182
28;3833;1749;13;0;181
29;3833;1749;13;0;182
30;3831;1749;14;0;181
31;3829;1749;14;0;182
32;3828;1749;15;0;182
33;3828;1749;15;0;182
34;3826;1749;16;0;182
35;3826;1749;16;0;182
36;3824;1749;17;0;182
37;3823;1749;17;0;182
38;3822;1749;18;0;182
39;3821;1749;18;0;182
40;3820;1749;19;0;182
41;3818;1749;19;0;182
42;3817;1749;20;0;182
43;3816;1749;20;0;182
44;3816;1749;21;0;182
45;3814;1749;21;0;182
46;3812;1749;22;0;182
47;3812;1749;22;0;182
48;3812;1749;23;0;182
49;3810;1749;23;0;183
50;3810;1749;24;0;183
51;3809;1749;24;0;182
52;3807;1749;25;0;182
53;3807;1749;25;0;182
54;3806;1749;25;0;182
55;3805;1749;26;0;183
56;3805;1749;26;0;182
57;3804;1749;27;0;183
58;3804;1749;27;0;182
59;3803;1749;28;0;183
60;3801;1749;28;0;182
61;3801;1749;29;0;183
62;3800;1749;29;0;182
63;3800;1749;30;0;183
64;3799;1749;30;0;183
65;3799;1749;31;0;182
66;3798;1749;31;0;183
67;3796;1749;32;0;183
68;3796;1749;32;0;182
69;3795;1749;33;0;182
70;3795;1749;33;0;183
71;3794;1749;34;0;182
72;3794;1749;34;0;182
73;3793;1749;35;0;182
74;3793;1749;35;0;182
75;3792;1749;36;0;183
76;3792;1749;36;0;182
77;3790;1749;37;0;183
78;3790;1749;37;0;182
79;3789;1749;38;0;183
80;3788;1749;38;0;183
81;3788;1749;39;0;183
82;3788;1749;39;0;182
83;3787;1749;40;0;183
84;3787;1749;40;0;182
85;3785;1749;41;0;183
86;3785;1749;41;0;182
87;3784;1749;42;0;182
88;3784;1749;42;0;182
89;3784;1749;42;0;182
90;3783;1749;43;0;183
91;3783;1749;43;0;183
92;3783;1749;44;0;183
93;3782;1749;44;0;183
94;3782;1749;45;0;183
95;3781;1749;45;0;183
96;3781;1749;46;0;183
